Exercise;Short YouTube Demonstration;In-Depth YouTube Explanation;Difficulty Level;Target Muscle Group ;Prime Mover Muscle;Secondary Muscle;Tertiary Muscle;Primary Equipment ;# Primary Items;Secondary Equipment;# Secondary Items;Posture;Single or Double Arm;Continuous or Alternating Arms ;Grip;Load Position (Ending);Continuous or Alternating Legs ;Foot Elevation;Combination Exercises;Movement Pattern #1;Movement Pattern #2;Movement Pattern #3;Plane Of Motion #1;Plane Of Motion #2;Plane Of Motion #3;Body Region;Force Type;Mechanics;Laterality;Primary Exercise Classification
Double Kettlebell Seesaw Bench Press;https://youtu.be/CpQIh8MxCCQ?si=UvCgYzi5mZCUTXaX;https://youtu.be/CpQIh8MxCCQ?si=UvCgYzi5mZCUTXaX;Beginner;Chest;Pectoralis Major;Triceps Brachii;;Kettlebell;2;Bench (Flat);1;Supine;Double Arm;Alternating;Pronated;Above Chest;Continuous;No Elevation;Single Exercise;Horizontal Push;;;Sagittal Plane;;;Upper Body;Push;Compound;Unilateral;Bodybuilding
Double Kettlebell Seesaw Incline Bench Press;0;0;Beginner;Chest;Pectoralis Major;Triceps Brachii;;Kettlebell;2;Bench (Incline);1;Supine;Double Arm;Alternating;Pronated;Above Chest;Continuous;No Elevation;Single Exercise;Horizontal Push;;;Sagittal Plane;;;Upper Body;Push;Compound;Unilateral;Bodybuilding
Double Kettlebell Tuck L Sit;https://youtu.be/4_7EUMcoYYY?si=s_ew72Z5lyKk18Er;https://youtu.be/4_7EUMcoYYY?si=s_ew72Z5lyKk18Er;Intermediate;Abdominals;Rectus Abdominis;;;Kettlebell;2;None;0;Tuck L Sit;Double Arm;Continuous;Neutral;No Load;Continuous;No Elevation;Single Exercise;Isometric Hold;;;Sagittal Plane;;;Midsection;Other;Compound;Bilateral;Calisthenics
Double Kettlebell Seesaw Decline Bench Press;0;0;Beginner;Chest;Pectoralis Major;Triceps Brachii;;Kettlebell;2;Bench (Decline);1;Supine;Double Arm;Alternating;Pronated;Above Chest;Continuous;No Elevation;Single Exercise;Horizontal Push;;;Sagittal Plane;;;Upper Body;Push;Compound;Unilateral;Bodybuilding
Bodyweight Hollow Body Hold with Flutter Kicks;https://youtu.be/-UVAa92y1r4?si=CIm_rryJMtDs0TPj;https://youtu.be/-UVAa92y1r4?si=CIm_rryJMtDs0TPj;Novice;Abdominals;Rectus Abdominis;;;Bodyweight;1;None;0;Supine;Double Arm;Continuous;No Grip;No Load;Alternating;No Elevation;Single Exercise;Isometric Hold;;;Sagittal Plane;;;Midsection;Other;Compound;Bilateral;Unsorted*
Double Kettlebell Seesaw Floor Press;https://youtu.be/h_L7Ntxcgtk?si=g04F5mBJSHow1QbI;https://youtu.be/h_L7Ntxcgtk?si=g04F5mBJSHow1QbI;Beginner;Chest;Pectoralis Major;Triceps Brachii;Anterior Deltoids;Kettlebell;2;None;0;Supine;Double Arm;Alternating;Pronated;Above Chest;Continuous;No Elevation;Single Exercise;Horizontal Push;;;Sagittal Plane;;;Upper Body;Push;Compound;Unilateral;Bodybuilding
Double Dumbbell Seesaw Overhead Press;https://youtu.be/N4Y5hWOwDBY?si=TDvtFSl9MGsAg0L6;https://youtu.be/N4Y5hWOwDBY?si=TDvtFSl9MGsAg0L6;Beginner;Shoulders;Anterior Deltoids;Triceps Brachii;;Dumbbell;2;None;0;Standing;Double Arm;Alternating;Neutral;Overhead;Continuous;No Elevation;Single Exercise;Vertical Push;;;Sagittal Plane;;;Upper Body;Push;Compound;Unilateral;Bodybuilding
Double Dumbbell Arnold Press;https://youtu.be/sbGP9VjnjEg?si=QtatKrbr2B5FgS6F;https://youtu.be/sbGP9VjnjEg?si=QtatKrbr2B5FgS6F;Beginner;Shoulders;Anterior Deltoids;Triceps Brachii;;Dumbbell;2;None;0;Standing;Double Arm;Continuous;Pronated;Overhead;Continuous;No Elevation;Single Exercise;Vertical Push;;;Transverse Plane;Sagittal Plane;;Upper Body;Push;Compound;Bilateral;Bodybuilding
Alternating Double Dumbbell Arnold Press;https://youtu.be/9ZxNf7ZyXNA?si=RYR75ThTJf8rKwxi;https://youtu.be/9ZxNf7ZyXNA?si=RYR75ThTJf8rKwxi;Beginner;Shoulders;Anterior Deltoids;Triceps Brachii;;Dumbbell;2;None;0;Standing;Double Arm;Alternating;Pronated;Overhead;Continuous;No Elevation;Single Exercise;Vertical Push;;;Transverse Plane;Sagittal Plane;;Upper Body;Push;Compound;Unilateral;Bodybuilding
Double Dumbbell Seated Arnold Press;https://youtu.be/EtPb646Va9s?si=J7PWxe7OwlEdfLZW;https://youtu.be/EtPb646Va9s?si=J7PWxe7OwlEdfLZW;Beginner;Shoulders;Anterior Deltoids;Triceps Brachii;;Dumbbell;2;Bench (Flat);1;Seated;Double Arm;Continuous;Pronated;Overhead;Continuous;No Elevation;Single Exercise;Vertical Push;;;Transverse Plane;Sagittal Plane;;Upper Body;Push;Compound;Bilateral;Bodybuilding
Alternating Double Dumbbell Seated Arnold Press;https://youtu.be/2dw6SwEJlH4?si=UCaE7pKKJDaRm0lz;https://youtu.be/2dw6SwEJlH4?si=UCaE7pKKJDaRm0lz;Beginner;Shoulders;Anterior Deltoids;Triceps Brachii;;Dumbbell;2;Bench (Flat);1;Seated;Double Arm;Alternating;Pronated;Overhead;Continuous;No Elevation;Single Exercise;Vertical Push;;;Transverse Plane;Sagittal Plane;;Upper Body;Push;Compound;Unilateral;Bodybuilding
Bodyweight Feet Elevated Frog Pump;https://youtu.be/K2AvS_4hjd4?si=WeXgOnAQd6Db4L-d;https://youtu.be/K2AvS_4hjd4?si=WeXgOnAQd6Db4L-d;Novice;Glutes;Gluteus Maximus;Biceps Femoris;Adductor Magnus;Bodyweight;1;Bench (Flat);1;Supine;No Arms;Continuous;No Grip;No Load;Continuous;Feet Elevated;Single Exercise;Hip Extension;;;Sagittal Plane;;;Lower Body;Unsorted*;Compound;Bilateral;Unsorted*
Miniband Feet Elevated Frog Pump;https://youtu.be/B1brbzxGCqM?si=OdHzF3vTHn2YmADJ;https://youtu.be/B1brbzxGCqM?si=OdHzF3vTHn2YmADJ;Novice;Glutes;Gluteus Maximus;Biceps Femoris;Adductor Magnus;Miniband;1;Bench (Flat);1;Supine;No Arms;Continuous;No Grip;No Load;Continuous;Feet Elevated;Single Exercise;Hip Extension;;;Sagittal Plane;;;Lower Body;Unsorted*;Compound;Bilateral;Bodybuilding
Miniband Feet Elevated Glute Bridge;https://youtu.be/hKUOvDXVREw?si=RIjR5zIo0hOuYfY0;https://youtu.be/hKUOvDXVREw?si=RIjR5zIo0hOuYfY0;Novice;Glutes;Gluteus Maximus;Biceps Femoris;Erector Spinae;Miniband;1;Bench (Flat);1;Bridge;No Arms;Continuous;No Grip;No Load;Continuous;Feet Elevated;Single Exercise;Hip Extension;;;Sagittal Plane;;;Lower Body;Unsorted*;Compound;Bilateral;Bodybuilding
Bodyweight Reverse Plank;https://youtu.be/_oFQ3G5iwtc?si=3F2p69DpOKAmGXoE;https://youtu.be/_oFQ3G5iwtc?si=3F2p69DpOKAmGXoE;Novice;Abdominals;Rectus Abdominis;Gluteus Maximus;Erector Spinae;Bodyweight;1;None;0;Supine;Double Arm;Continuous;Flat Palm;No Load;Continuous;No Elevation;Single Exercise;Anti-Flexion;;;Sagittal Plane;;;Midsection;Other;Compound;Bilateral;Calisthenics
Wall Ball Toss;https://youtu.be/fpUD0mcFp_0?si=Ymlmi7cDC_sfB1zE;https://youtu.be/fpUD0mcFp_0?si=Ymlmi7cDC_sfB1zE;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Anterior Deltoids;Wall Ball;1;None;0;Standing;Double Arm;Continuous;Neutral;Front Rack;Continuous;No Elevation;Single Exercise;Knee Dominant;Vertical Push;;Sagittal Plane;;;Full Body;Push;Compound;Bilateral;Unsorted*
Wall Ball Feet Elevated Russian Twist Lateral Toss;https://youtu.be/Bio87vFoJW8?si=NJ1qbIlIwQxlLPYE;https://youtu.be/Bio87vFoJW8?si=NJ1qbIlIwQxlLPYE;Intermediate;Abdominals;Obliques;Rectus Abdominis;Iliopsoas;Wall Ball;1;None;0;Seated Floor;Double Arm;Continuous;Neutral;Other;Continuous;No Elevation;Single Exercise;Rotational;;;Transverse Plane;;;Midsection;Other;Compound;Bilateral;Unsorted*
Wall Ball Russian Twist Lateral Toss;0;0;Novice;Abdominals;Obliques;Rectus Abdominis;Iliopsoas;Wall Ball;1;None;0;Seated Floor;Double Arm;Continuous;Neutral;Other;Continuous;No Elevation;Single Exercise;Rotational;;;Transverse Plane;;;Midsection;Other;Compound;Bilateral;Unsorted*
Wall Ball Lateral Toss;https://youtu.be/R87xzEuBmlY?si=tsszJ0gQHwdhFaFH;https://youtu.be/R87xzEuBmlY?si=tsszJ0gQHwdhFaFH;Novice;Abdominals;Obliques;Rectus Abdominis;;Wall Ball;1;None;0;Standing;Double Arm;Continuous;Neutral;Other;Continuous;No Elevation;Single Exercise;Rotational;;;Transverse Plane;;;Midsection;Other;Compound;Bilateral;Unsorted*
Wall Ball Sit Up Toss;https://youtu.be/mSSReQ1b9NQ?si=XbGTmB14_eldcuBz;https://youtu.be/mSSReQ1b9NQ?si=XbGTmB14_eldcuBz;Intermediate;Abdominals;Rectus Abdominis;;;Wall Ball;1;None;0;Seated Floor;Double Arm;Continuous;Neutral;Other;Continuous;No Elevation;Single Exercise;Spinal Flexion;;;Sagittal Plane;;;Midsection;Other;Compound;Bilateral;Unsorted*
Double Kettlebell Suitcase Bulgarian Split Squat Jump;0;0;Advanced;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Kettlebell;2;Bench (Flat);1;Single Leg Supported;Double Arm;Continuous;Neutral;Suitcase;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Plyometric
Double Dumbbell Tall Kneeling Arnold Press;https://youtu.be/Rd3pRGf7fyQ?si=E19yq3x4ySAePC_i;https://youtu.be/Rd3pRGf7fyQ?si=E19yq3x4ySAePC_i;Beginner;Shoulders;Anterior Deltoids;Triceps Brachii;;Dumbbell;2;None;0;Tall Kneeling;Double Arm;Continuous;Pronated;Overhead;Continuous;No Elevation;Single Exercise;Vertical Push;;;Transverse Plane;Sagittal Plane;;Upper Body;Push;Compound;Bilateral;Bodybuilding
Barbell Zercher Bulgarian Split Squat;https://youtu.be/15EmaPxPbe4?si=K_IYnXhJNu1WAP8c;https://youtu.be/15EmaPxPbe4?si=K_IYnXhJNu1WAP8c;Advanced;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Barbell;1;Bench (Flat);1;Single Leg Supported;Double Arm;Continuous;No Grip;Zercher;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Dumbbell Goblet Bulgarian Split Squat;https://youtu.be/EeNk8sLr9z8?si=kN5JtBlDa5WiKxzK;https://youtu.be/EeNk8sLr9z8?si=kN5JtBlDa5WiKxzK;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Dumbbell;1;Bench (Flat);1;Single Leg Supported;Double Arm;Continuous;Goblet;Front Rack;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Bulgarian Split Squat;0;0;Advanced;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Kettlebell;1;Bench (Flat);1;Single Leg Supported;Single Arm;Continuous;Bottoms Up;Overhead;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Ipsilateral;Bodybuilding
Kettlebell Goblet Bulgarian Split Squat;https://youtu.be/o_M9wYTtIBA?si=BXIV9tiqPcpzzreB;https://youtu.be/o_M9wYTtIBA?si=BXIV9tiqPcpzzreB;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Kettlebell;1;Bench (Flat);1;Single Leg Supported;Double Arm;Continuous;Goblet;Front Rack;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Landmine Goblet Bulgarian Split Squat;https://youtu.be/Xv7xtX-iHXw?si=Tr0jv2-w6qpFctJh;https://youtu.be/Xv7xtX-iHXw?si=Tr0jv2-w6qpFctJh;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Landmine;1;Bench (Flat);1;Single Leg Supported;Double Arm;Continuous;Goblet;Front Rack;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Macebell Order Bulgarian Split Squat;0;0;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Macebell;1;Bench (Flat);1;Single Leg Supported;Double Arm;Continuous;Neutral;Order;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Single Arm Macebell Order Contralateral Bulgarian Split Squat;0;0;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Macebell;1;Bench (Flat);1;Single Leg Supported;Single Arm;Continuous;Neutral;Order;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Contralateral;Bodybuilding
Single Arm Macebell Order Ipsilateral Bulgarian Split Squat;0;0;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Macebell;1;Bench (Flat);1;Single Leg Supported;Single Arm;Continuous;Neutral;Order;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Ipsilateral;Bodybuilding
Clubbell Order Bulgarian Split Squat;0;0;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Clubbell;1;Bench (Flat);1;Single Leg Supported;Double Arm;Continuous;Neutral;Order;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Plate Overhead Bulgarian Split Squat;0;0;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Weight Plate;1;Bench (Flat);1;Single Leg Supported;Double Arm;Continuous;Neutral;Overhead;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Tire Bulgarian Split Squat;0;0;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Tire;1;None;0;Single Leg Supported;No Arms;Continuous;No Grip;No Load;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Tire Bulgarian Split Squat Jump;0;0;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Tire;1;None;0;Single Leg Supported;No Arms;Continuous;No Grip;No Load;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Plyometric
Double Dumbbell Front Rack Knee Over Toe Split Squat;https://youtu.be/WQUXh0Zk1XU?si=nWvh_443nHiOu2bH;https://youtu.be/WQUXh0Zk1XU?si=nWvh_443nHiOu2bH;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Dumbbell;2;None;0;Knee Over Toe Split Squat;Double Arm;Continuous;Neutral;Front Rack;Continuous;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Double Dumbbell Front Rack Foot Elevated Knee Over Toe Split Squat;https://youtu.be/7obV55SSiaw?si=S805NWBkc0FbMt7c;https://youtu.be/7obV55SSiaw?si=S805NWBkc0FbMt7c;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Dumbbell;2;None;0;Knee Over Toe Split Squat;Double Arm;Continuous;Neutral;Front Rack;Continuous;Foot Elevated (Front);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Double Dumbbell Overhead Knee Over Toe Split Squat;0;0;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Dumbbell;2;None;0;Knee Over Toe Split Squat;Double Arm;Continuous;Neutral;Overhead;Continuous;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Double Dumbbell Overhead Foot Elevated Knee Over Toe Split Squat;0;0;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Dumbbell;2;None;0;Knee Over Toe Split Squat;Double Arm;Continuous;Neutral;Overhead;Continuous;Foot Elevated (Front);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Double Dumbbell Suitcase Foot Elevated Knee Over Toe Split Squat;https://youtu.be/h_S_Bb9rWCE?si=Dr_V3tDtxcRysPGX;https://youtu.be/h_S_Bb9rWCE?si=Dr_V3tDtxcRysPGX;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Dumbbell;2;None;0;Knee Over Toe Split Squat;Double Arm;Continuous;Neutral;Suitcase;Continuous;Foot Elevated (Front);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Single Arm Dumbbell Overhead Ipsilateral Knee Over Toe Split Squat;0;0;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Dumbbell;1;None;0;Knee Over Toe Split Squat;Single Arm;Continuous;Neutral;Overhead;Continuous;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Ipsilateral;Bodybuilding
Single Arm Dumbbell Front Rack Contralateral Knee Over Toe Split Squat;0;0;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Dumbbell;1;None;0;Knee Over Toe Split Squat;Single Arm;Continuous;Neutral;Front Rack;Continuous;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Contralateral;Bodybuilding
Single Arm Dumbbell Front Rack Ipsilateral Knee Over Toe Split Squat;0;0;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Dumbbell;1;None;0;Knee Over Toe Split Squat;Single Arm;Continuous;Neutral;Front Rack;Continuous;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Ipsilateral;Bodybuilding
Single Arm Dumbbell Suitcase Contralateral Knee Over Toe Split Squat;0;0;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Dumbbell;1;None;0;Knee Over Toe Split Squat;Single Arm;Continuous;Neutral;Suitcase;Continuous;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Contralateral;Bodybuilding
Single Arm Dumbbell Suitcase Ipsilateral Knee Over Toe Split Squat;0;0;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Dumbbell;1;None;0;Knee Over Toe Split Squat;Single Arm;Continuous;Neutral;Suitcase;Continuous;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Ipsilateral;Bodybuilding
Dumbbell Goblet Knee Over Toe Split Squat;https://youtu.be/JlcQSTjIpk8?feature=shared;https://youtu.be/JlcQSTjIpk8?feature=shared;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Dumbbell;1;None;0;Knee Over Toe Split Squat;Double Arm;Continuous;Goblet;Front Rack;Continuous;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Dumbbell Goblet Foot Elevated Knee Over Toe Split Squat;https://youtu.be/H5KGoSK1TMw?si=wfO6lfzcy7AhIt-M;https://youtu.be/H5KGoSK1TMw?si=wfO6lfzcy7AhIt-M;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Dumbbell;1;None;0;Knee Over Toe Split Squat;Double Arm;Continuous;Goblet;Front Rack;Continuous;Foot Elevated (Front);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Single Arm Dumbbell Suitcase Foot Elevated Contralateral Knee Over Toe Split Squat;https://youtu.be/FpwomyrCcCk?si=JJyauhDa3bMzRSkq;https://youtu.be/FpwomyrCcCk?si=JJyauhDa3bMzRSkq;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Dumbbell;1;None;0;Knee Over Toe Split Squat;Single Arm;Continuous;Neutral;Suitcase;Continuous;Foot Elevated (Front);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Contralateral;Bodybuilding
Single Arm Dumbbell Suitcase Foot Elevated Ipsilateral Knee Over Toe Split Squat;0;0;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Dumbbell;1;None;0;Knee Over Toe Split Squat;Single Arm;Continuous;Neutral;Suitcase;Continuous;Foot Elevated (Front);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Ipsilateral;Bodybuilding
Single Arm Dumbbell Overhead Foot Elevated Contralateral Knee Over Toe Split Squat;0;0;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Dumbbell;1;None;0;Knee Over Toe Split Squat;Single Arm;Continuous;Neutral;Overhead;Continuous;Foot Elevated (Front);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Contralateral;Bodybuilding
Single Arm Dumbbell Overhead Foot Elevated Ipsilateral Knee Over Toe Split Squat;0;0;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Dumbbell;1;None;0;Knee Over Toe Split Squat;Single Arm;Continuous;Neutral;Overhead;Continuous;Foot Elevated (Front);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Ipsilateral;Bodybuilding
Single Arm Dumbbell Front Rack Foot Elevated Contralateral Knee Over Toe Split Squat;0;0;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Dumbbell;1;None;0;Knee Over Toe Split Squat;Single Arm;Continuous;Neutral;Front Rack;Continuous;Foot Elevated (Front);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Contralateral;Bodybuilding
Single Arm Dumbbell Front Rack Foot Elevated Ipsilateral Knee Over Toe Split Squat;0;0;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Dumbbell;1;None;0;Knee Over Toe Split Squat;Single Arm;Continuous;Neutral;Front Rack;Continuous;Foot Elevated (Front);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Ipsilateral;Bodybuilding
Barbell Zercher Knee Over Toe Split Squat;0;0;Advanced;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Barbell;1;None;0;Knee Over Toe Split Squat;Double Arm;Continuous;No Grip;Zercher;Continuous;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Barbell Zercher Foot Elevated Knee Over Toe Split Squat;0;0;Advanced;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Barbell;1;None;0;Knee Over Toe Split Squat;Double Arm;Continuous;No Grip;Zercher;Continuous;Foot Elevated (Front);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Barbell Back Rack Foot Elevated Knee Over Toe Split Squat;https://youtu.be/yw2PSqN1ELo?si=2h_po3eQI5bN1T8l;https://youtu.be/yw2PSqN1ELo?si=2h_po3eQI5bN1T8l;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Barbell;1;None;0;Knee Over Toe Split Squat;Double Arm;Continuous;Pronated;Back Rack;Continuous;Foot Elevated (Front);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Barbell Front Rack Foot Elevated Knee Over Toe Split Squat;https://youtu.be/Z-9VnaY1F7k?si=NW_jj2yOwfUGesC3;https://youtu.be/Z-9VnaY1F7k?si=NW_jj2yOwfUGesC3;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Barbell;1;None;0;Knee Over Toe Split Squat;Double Arm;Continuous;Pronated;Front Rack;Continuous;Foot Elevated (Front);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Barbell Overhead Foot Elevated Knee Over Toe Split Squat;0;0;Advanced;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Barbell;1;None;0;Knee Over Toe Split Squat;Double Arm;Continuous;Pronated;Overhead;Continuous;Foot Elevated (Front);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Single Arm Barbell Overhead Foot Elevated Knee Over Toe Split Squat;0;0;Expert;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Barbell;1;None;0;Knee Over Toe Split Squat;Single Arm;Continuous;Pronated;Overhead;Continuous;Foot Elevated (Front);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
